timestamp	step	acc
1652293619147	0	0.9066500067710876
1652293629983	1	0.9595000147819519
1652293640844	2	0.9678833484649658
1652293651572	3	0.973966658115387
1652293662212	4	0.9784166812896729
1652293673136	5	0.9803666472434998
1652293683902	6	0.9827499985694885
1652293694561	7	0.9833999872207642
1652293705523	8	0.9853500127792358
1652293716376	9	0.9869666695594788
1652293727150	10	0.9872166514396667
1652293737939	11	0.9889500141143799
1652293748659	12	0.9901166558265686
1652293759351	13	0.9904500246047974
1652293770019	14	0.9910833239555359
1652293780682	15	0.9915833473205566
1652293791463	16	0.9919000267982483
1652293802170	17	0.9927166700363159
1652293812776	18	0.9926666617393494
1652293823604	19	0.9923999905586243
1652293834492	20	0.9932000041007996
1652293845226	21	0.9934166669845581
1652293856035	22	0.994350016117096
1652293866841	23	0.9935333132743835
1652293877568	24	0.994183361530304
1652293888340	25	0.9949166774749756
1652293899082	26	0.9946666955947876
1652293909944	27	0.9952166676521301
1652293920952	28	0.9948166608810425
1652293931877	29	0.9955166578292847
1652293942577	30	0.9957000017166138
1652293953241	31	0.9954666495323181
1652293963858	32	0.9959999918937683
1652293974567	33	0.9957000017166138
1652293985334	34	0.9956333041191101
1652293995985	35	0.9955833554267883
1652294006755	36	0.9962666630744934
1652294017426	37	0.996150016784668
1652294028304	38	0.9965166449546814
1652294038963	39	0.99631667137146
1652294049769	40	0.9967666864395142
1652294060401	41	0.9968166947364807
1652294071073	42	0.9963666796684265
1652294081823	43	0.9968833327293396
1652294092590	44	0.9966833591461182
1652294103258	45	0.9966833591461182
1652294113769	46	0.9962833523750305
1652294124213	47	0.9965999722480774
1652294134878	48	0.9971833229064941
1652294145693	49	0.9969666600227356
1652294156670	50	0.9971833229064941
1652294167480	51	0.9973499774932861
1652294178185	52	0.9972000122070312
1652294189009	53	0.9974499940872192
1652294199687	54	0.9970166683197021
1652294210538	55	0.9974333047866821
1652294221306	56	0.9973666667938232
1652294231929	57	0.9975333213806152
1652294242804	58	0.9973000288009644
1652294253732	59	0.9976333379745483
1652294264640	60	0.9976833462715149
1652294275507	61	0.9975000023841858
1652294286237	62	0.9976833462715149
1652294296892	63	0.9975333213806152
1652294307583	64	0.9974333047866821
1652294318253	65	0.9976333379745483
1652294328927	66	0.9976000189781189
1652294339694	67	0.9975666403770447
1652294350646	68	0.9976000189781189
1652294361293	69	0.9976500272750854
1652294372026	70	0.9978333115577698
1652294382559	71	0.9973999857902527
1652294393163	72	0.9972500205039978
1652294403743	73	0.9977333545684814
1652294414247	74	0.9977999925613403
1652294424799	75	0.9978333115577698
1652294435463	76	0.9978500008583069
1652294446015	77	0.99795001745224
1652294456866	78	0.9980000257492065
1652294467653	79	0.9981333613395691
1652294478159	80	0.9978500008583069
1652294488798	81	0.9976166486740112
1652294499394	82	0.9979666471481323
1652294510075	83	0.9980166554450989
1652294520742	84	0.9983333349227905
1652294531376	85	0.9979000091552734
1652294542085	86	0.9979666471481323
1652294552859	87	0.998033344745636
1652294563477	88	0.9981499910354614
1652294574185	89	0.9980666637420654
1652294585019	90	0.9981499910354614
1652294595703	91	0.9984833598136902
1652294606241	92	0.99836665391922
1652294616813	93	0.9977999925613403
1652294627556	94	0.9982166886329651
1652294638255	95	0.9981833100318909
1652294649075	96	0.9979333281517029
1652294659656	97	0.9982166886329651
1652294670386	98	0.9980999827384949
1652294681141	99	0.9984833598136902
